error_message,error_type
IndexError: tuple index out of range  [line:99 col:12 id:9966],semantic
KeyError: missing key 'file' during lookup  [line:106 col:79 id:2430],semantic
FileNotFoundError: [Errno 2] No such file or directory: ''report.xml''  [line:218 col:27 id:4848],semantic
UnicodeError: unicodeescape codec can't decode bytes  [line:64 col:31 id:7895],lexical
SyntaxError: expected ':' after 'if' statement  [line:15 col:2 id:1488],syntactic
NameError: free variable 'flag' referenced before assignment  [line:138 col:51 id:2650],semantic
SyntaxError: expected ':' after 'if' statement  [line:173 col:16 id:7134],syntactic
SyntaxError: unmatched ')' at line 172  [line:233 col:39 id:9590],syntactic
ZeroDivisionError: division by zero  [line:68 col:53 id:2159],semantic
TypeError: can't compare 'list' and 'int'  [line:312 col:13 id:6163],semantic
SyntaxError: expected ':' after 'if' statement  [line:21 col:47 id:8000],syntactic
TypeError: can't compare 'dict' and 'str'  [line:229 col:66 id:3419],semantic
SyntaxError: expected ':' after 'if' statement  [line:152 col:58 id:1483],syntactic
IndexError: tuple index out of range  [line:402 col:73 id:3287],semantic
RuntimeError: generator raised StopIteration  [line:443 col:42 id:5842],semantic
OSError: [Errno 22] Invalid argument: ''data.csv''  [line:291 col:72 id:3917],semantic
KeyError: 'config'  [line:185 col:44 id:4828],semantic
TypeError: 'dict' object is not callable  [line:274 col:48 id:8020],lexical
KeyError: 'user'  [line:70 col:46 id:4271],semantic
RuntimeError: dictionary changed size during iteration  [line:491 col:37 id:8146],semantic
ValueError: math domain error  [line:343 col:13 id:8406],semantic
RuntimeError: dictionary changed size during iteration  [line:234 col:80 id:3715],semantic
SyntaxError: invalid syntax near ':'  [line:336 col:61 id:7535],syntactic
IndentationError: expected an indented block  [line:85 col:18 id:1834],syntactic
SyntaxError: invalid escape sequence '\z'  [line:246 col:15 id:2579],lexical
IndentationError: expected an indented block  [line:6 col:11 id:5019],syntactic
"ValueError: not enough values to unpack (expected 5, got 5)  [line:264 col:9 id:5228]",semantic
SyntaxError: illegal expression for augmented assignment  [line:391 col:60 id:5909],syntactic
UnicodeError: unicodeescape codec can't decode bytes  [line:349 col:12 id:9076],lexical
SyntaxError: cannot mix tabs and spaces  [line:148 col:3 id:5136],syntactic
AttributeError: module 'cv2' has no attribute 'calculate'  [line:470 col:44 id:4540],lexical
OverflowError: numerical result out of range  [line:52 col:44 id:5720],semantic
SyntaxError: missing parentheses in call to 'print'  [line:415 col:15 id:1277],syntactic
SyntaxError: unmatched ')' at line 119  [line:141 col:72 id:6039],syntactic
SyntaxError: unterminated string literal at line 52  [line:137 col:14 id:4810],lexical
SyntaxError: stray character 'y' in expression  [line:363 col:14 id:8069],lexical
IndentationError: unexpected indent  [line:62 col:51 id:7073],lexical
OverflowError: numerical result out of range  [line:24 col:12 id:1662],semantic
ZeroDivisionError: division by zero  [line:71 col:25 id:4213],semantic
SyntaxError: unexpected EOF while parsing  [line:360 col:16 id:8268],syntactic
IndentationError: unexpected indent  [line:93 col:5 id:5913],lexical
AttributeError: 'Series' object has no attribute 'reset'  [line:367 col:72 id:8988],semantic
SyntaxError: stray character 'z' in expression  [line:201 col:53 id:9814],lexical
SyntaxError: 'break' outside loop  [line:68 col:16 id:5430],syntactic
SyntaxError: invalid decimal literal near '/'  [line:265 col:48 id:1552],lexical
FileNotFoundError: [Errno 2] No such file or directory: ''data_backup.pkl''  [line:425 col:29 id:3837],semantic
TabError: inconsistent use of tabs and spaces in indentation  [line:475 col:80 id:8721],lexical
SyntaxError: unterminated triple-quoted string literal  [line:229 col:71 id:3126],syntactic
SyntaxError: expected ':' after 'if' statement  [line:163 col:51 id:1402],syntactic
SyntaxError: invalid decimal literal near '=='  [line:90 col:24 id:9509],lexical
FileNotFoundError: [Errno 2] No such file or directory: ''config.yaml''  [line:283 col:17 id:9480],semantic
ModuleNotFoundError: No module named 'numpy'  [line:37 col:40 id:3103],lexical
ZeroDivisionError: division by zero  [line:414 col:73 id:6986],semantic
SyntaxError: unterminated string literal at line 88  [line:83 col:39 id:6856],lexical
SyntaxError: unexpected indent at line 131  [line:4 col:63 id:8637],syntactic
FileNotFoundError: [Errno 2] No such file or directory: ''missing.txt''  [line:255 col:11 id:5602],semantic
ModuleNotFoundError: No module named 'random'  [line:444 col:31 id:3535],lexical
UnicodeError: unicodeescape codec can't decode bytes  [line:118 col:51 id:9777],lexical
SyntaxError: illegal expression for augmented assignment  [line:499 col:20 id:2467],syntactic
SyntaxError: invalid escape sequence '\q'  [line:233 col:26 id:2297],lexical
ValueError: math domain error  [line:320 col:40 id:9560],semantic
SyntaxError: unknown token before '+'  [line:272 col:48 id:5709],lexical
SyntaxError: unexpected indent at line 188  [line:23 col:50 id:3997],syntactic
UnicodeError: unicodeescape codec can't decode bytes  [line:125 col:67 id:1837],lexical
SyntaxError: invalid syntax near '*'  [line:23 col:10 id:3264],lexical
SyntaxError: expected ':' after 'if' statement  [line:450 col:15 id:9393],syntactic
SyntaxError: invalid encoding or BOM in source file  [line:428 col:16 id:9644],lexical
SyntaxError: unterminated triple-quoted string literal  [line:46 col:20 id:1578],syntactic
IndexError: tuple index out of range  [line:102 col:15 id:2057],semantic
"SyntaxError: unexpected token ','  [line:275 col:14 id:5735]",syntactic
SyntaxError: invalid syntax near '=='  [line:137 col:62 id:7961],lexical
SyntaxError: expected ':' after 'if' statement  [line:480 col:10 id:6221],syntactic
IndexError: tuple index out of range  [line:382 col:7 id:1254],semantic
IndexError: tuple index out of range  [line:476 col:39 id:1945],semantic
SyntaxError: expected ':' after 'if' statement  [line:451 col:21 id:1905],syntactic
SyntaxError: duplicate argument 'index' in function definition  [line:415 col:73 id:5526],syntactic
ImportError: cannot import name 'get' from 'scipy'  [line:452 col:1 id:4713],semantic
SyntaxError: invalid escape sequence '\x'  [line:233 col:33 id:5579],lexical
OverflowError: numerical result out of range  [line:423 col:54 id:2468],semantic
SyntaxError: unterminated triple-quoted string literal  [line:70 col:29 id:2018],syntactic
RuntimeError: dictionary changed size during iteration  [line:169 col:53 id:6962],semantic
ImportError: cannot import 'fetch' from 'torch'  [line:21 col:43 id:4602],lexical
SyntaxError: invalid decimal literal near '->'  [line:122 col:8 id:3324],lexical
ImportError: cannot import name 'fetch' from 're'  [line:495 col:6 id:6109],lexical
RuntimeError: generator raised StopIteration  [line:96 col:7 id:9085],semantic
RuntimeError: dictionary changed size during iteration  [line:323 col:17 id:3689],semantic
SyntaxError: invalid statement at global scope  [line:252 col:62 id:9459],syntactic
SyntaxError: cannot mix tabs and spaces  [line:395 col:73 id:8066],syntactic
ImportError: cannot import name 'connect' from 'cv2'  [line:462 col:77 id:6379],semantic
SyntaxError: invalid escape sequence '\y'  [line:259 col:68 id:3438],lexical
SyntaxError: invalid character in identifier  [line:136 col:25 id:9336],lexical
SyntaxError: unknown token before '/'  [line:389 col:31 id:2956],lexical
"TypeError: sequence item 2: expected str instance, found int  [line:404 col:53 id:5066]",semantic
ImportError: cannot import name 'fetch' from 'pandas'  [line:42 col:51 id:2992],lexical
KeyError: 'token' not found in mapping  [line:60 col:54 id:3703],lexical
SyntaxError: invalid statement at global scope  [line:128 col:53 id:2693],syntactic
SyntaxError: invalid character in f-string  [line:228 col:22 id:8984],syntactic
ZeroDivisionError: division by zero  [line:458 col:31 id:6093],semantic
SyntaxError: invalid target for augmented assignment  [line:305 col:1 id:6770],syntactic
ValueError: math domain error  [line:448 col:40 id:9163],semantic
SyntaxError: unexpected EOF while parsing  [line:164 col:73 id:4762],syntactic
SyntaxError: stray character 'x' in expression  [line:94 col:11 id:8783],lexical
SyntaxError: missing parentheses in call to 'print'  [line:277 col:30 id:2109],syntactic
TypeError: can't compare 'str' and 'str'  [line:270 col:36 id:3492],semantic
ZeroDivisionError: division by zero  [line:82 col:67 id:8987],semantic
KeyError: 'token' not found in mapping  [line:410 col:10 id:1852],lexical
SyntaxError: stray character 'q' in expression  [line:218 col:80 id:7375],lexical
UnicodeEncodeError: 'ascii' codec can't encode character  [line:322 col:56 id:7983],lexical
RecursionError: maximum recursion depth exceeded  [line:421 col:28 id:1895],semantic
AttributeError: 'dict' object has no attribute 'reset'  [line:347 col:47 id:2466],semantic
OSError: [Errno 22] Invalid argument: ''input.json''  [line:328 col:69 id:5575],semantic
SyntaxError: cannot mix tabs and spaces  [line:35 col:16 id:4963],syntactic
SyntaxError: unmatched ')' at line 153  [line:63 col:73 id:3350],syntactic
"SyntaxError: invalid syntax near ','  [line:301 col:51 id:5007]",syntactic
SyntaxError: invalid escape sequence '\q'  [line:225 col:23 id:6660],lexical
SyntaxError: invalid escape sequence '\x'  [line:60 col:80 id:9758],lexical
NameError: name 'y' is not defined  [line:147 col:32 id:6465],lexical
UnicodeEncodeError: 'ascii' codec can't encode character  [line:406 col:7 id:4153],lexical
SyntaxError: unknown token before '//'  [line:320 col:2 id:6047],lexical
TypeError: can't multiply sequence by non-int of type 'float'  [line:61 col:45 id:9506],semantic
TabError: inconsistent use of tabs and spaces in indentation  [line:227 col:65 id:2499],lexical
TypeError: unhashable type: 'Series'  [line:162 col:43 id:8298],semantic
SyntaxError: invalid encoding or BOM in source file  [line:366 col:60 id:2991],lexical
SyntaxError: invalid character in f-string  [line:499 col:51 id:4066],syntactic
TypeError: unsupported operand type(s) for +: 'int' and 'str'  [line:255 col:1 id:6267],semantic
SyntaxError: unknown token before 'or'  [line:434 col:17 id:7045],lexical
TypeError: 'dict' object is not callable  [line:63 col:59 id:3142],lexical
SyntaxError: cannot mix tabs and spaces  [line:51 col:79 id:6487],syntactic
ValueError: invalid literal for int() with base 10: '3533b'  [line:237 col:15 id:6108],semantic
IndentationError: expected an indented block  [line:335 col:4 id:9318],syntactic
SyntaxError: invalid syntax near '::'  [line:207 col:10 id:9932],lexical
SyntaxError: invalid escape sequence '\x'  [line:335 col:56 id:8526],lexical
SyntaxError: invalid syntax near '/'  [line:205 col:61 id:1107],syntactic
ImportError: cannot import name 'execute' from 'math'  [line:112 col:27 id:2365],semantic
IndexError: list index out of range  [line:205 col:10 id:8849],semantic
SyntaxError: invalid statement at global scope  [line:282 col:59 id:5585],syntactic
ModuleNotFoundError: No module named 'torch'  [line:68 col:27 id:5264],lexical
SyntaxError: unterminated string literal at line 2  [line:281 col:38 id:7811],lexical
ModuleNotFoundError: No module named 'sklearn'  [line:73 col:48 id:9467],lexical
SyntaxError: unmatched ')' at line 120  [line:330 col:43 id:9070],syntactic
KeyError: 'id' not found in mapping  [line:407 col:66 id:2003],lexical
SyntaxError: unexpected token '.'  [line:7 col:60 id:2984],syntactic
SyntaxError: EOL while scanning string literal  [line:259 col:30 id:8096],lexical
AttributeError: module 'os' has no attribute 'reset'  [line:109 col:36 id:4389],lexical
IndentationError: expected an indented block  [line:336 col:61 id:8575],syntactic
UnicodeEncodeError: 'ascii' codec can't encode character  [line:64 col:68 id:8409],lexical
SyntaxError: unterminated string literal at line 37  [line:379 col:66 id:2622],lexical
ValueError: math domain error  [line:102 col:44 id:2781],semantic
UnicodeEncodeError: 'ascii' codec can't encode character  [line:119 col:9 id:8892],lexical
TypeError: unhashable type: 'NoneType'  [line:479 col:49 id:1072],semantic
RecursionError: maximum recursion depth exceeded  [line:484 col:2 id:9467],semantic
ValueError: math domain error  [line:493 col:25 id:7993],semantic
SyntaxError: invalid syntax near '%'  [line:499 col:17 id:6803],lexical
SyntaxError: EOL while scanning string literal  [line:416 col:74 id:1054],lexical
TabError: inconsistent use of tabs and spaces in indentation  [line:471 col:33 id:4839],lexical
SyntaxError: unexpected EOF while parsing  [line:497 col:79 id:2604],syntactic
NameError: name 'result' is not defined  [line:295 col:13 id:3065],lexical
TabError: inconsistent use of tabs and spaces in indentation  [line:286 col:50 id:5415],lexical
SyntaxError: invalid syntax near ';'  [line:232 col:54 id:9463],syntactic
OSError: [Errno 22] Invalid argument: ''data.csv''  [line:312 col:63 id:5510],semantic
SyntaxError: invalid use of keyword 'and'  [line:174 col:17 id:5202],syntactic
SyntaxError: invalid character in f-string  [line:295 col:54 id:6863],syntactic
SyntaxError: missing parentheses in call to 'print'  [line:492 col:17 id:4004],syntactic
SyntaxError: unexpected EOF while parsing  [line:144 col:48 id:9881],syntactic
SyntaxError: cannot mix tabs and spaces  [line:271 col:73 id:3542],syntactic
KeyError: 'session' not found in mapping  [line:385 col:35 id:8596],lexical
SyntaxError: invalid non-printable character U+201  [line:384 col:62 id:7409],syntactic
RuntimeError: failed to acquire lock for thread  [line:278 col:47 id:4891],semantic
SyntaxError: invalid decimal literal near '-'  [line:285 col:9 id:7334],lexical
SyntaxError: invalid encoding or BOM in source file  [line:75 col:58 id:6641],lexical
ModuleNotFoundError: No module named 'json'  [line:462 col:77 id:2397],lexical
AttributeError: module 'tensorflow' has no attribute 'apply'  [line:216 col:77 id:8989],lexical
SyntaxError: invalid type annotation  [line:397 col:29 id:4439],syntactic
AttributeError: module 'cv2' has no attribute 'execute'  [line:258 col:68 id:3038],lexical
SyntaxError: cannot assign to literal  [line:270 col:80 id:6014],syntactic
ValueError: invalid literal for int() with base 10: '1944c'  [line:381 col:48 id:5991],semantic
SyntaxError: invalid encoding or BOM in source file  [line:281 col:17 id:6377],lexical
"SyntaxError: unknown token before ','  [line:98 col:54 id:8555]",lexical
ImportError: cannot import name 'predict' from 'numpy'  [line:359 col:31 id:4859],lexical
SyntaxError: invalid statement at global scope  [line:296 col:37 id:3695],syntactic
ImportError: cannot import 'run' from 'random'  [line:222 col:46 id:3113],lexical
SyntaxError: invalid statement at global scope  [line:377 col:58 id:2418],syntactic
NameError: name 'temp' is not defined  [line:250 col:62 id:9105],lexical
SyntaxError: invalid target for augmented assignment  [line:475 col:68 id:3438],syntactic
IndexError: list index out of range  [line:106 col:42 id:6395],semantic
KeyError: 'token' not found in mapping  [line:234 col:16 id:9102],lexical
NameError: name 'user' is not defined  [line:318 col:74 id:1523],lexical
ImportError: cannot import name 'get' from 'sklearn'  [line:390 col:20 id:6541],lexical
SyntaxError: expected ':' after 'if' statement  [line:377 col:12 id:3496],syntactic
ImportError: cannot import name 'process' from 'datetime'  [line:17 col:46 id:3149],lexical
RuntimeError: dictionary changed size during iteration  [line:404 col:19 id:8788],semantic
"AssertionError: expected 4, got 5  [line:500 col:46 id:6799]",semantic
"ValueError: not enough values to unpack (expected 5, got 1)  [line:217 col:51 id:5330]",semantic
TypeError: can't multiply sequence by non-int of type 'int'  [line:230 col:28 id:6731],semantic
SyntaxError: invalid use of keyword '/'  [line:467 col:25 id:1986],syntactic
SyntaxError: invalid encoding or BOM in source file  [line:450 col:34 id:9118],lexical
OSError: [Errno 22] Invalid argument: ''output.log''  [line:165 col:1 id:8752],semantic
SyntaxError: invalid decimal literal near '='  [line:465 col:57 id:5128],lexical
ImportError: cannot import 'write' from 'os'  [line:451 col:12 id:5111],lexical
SyntaxError: unmatched ')' at line 175  [line:348 col:63 id:3130],syntactic
IndexError: tuple index out of range  [line:139 col:50 id:3178],semantic
RecursionError: infinite recursion detected in function 'get'  [line:51 col:12 id:9995],semantic
SyntaxError: invalid statement at global scope  [line:401 col:14 id:1956],syntactic
SyntaxError: invalid escape sequence '\z'  [line:343 col:66 id:9109],lexical
SyntaxError: duplicate argument 'data' in function definition  [line:431 col:7 id:5633],syntactic
SyntaxError: unexpected EOF while parsing  [line:423 col:43 id:6320],syntactic
SyntaxError: unterminated triple-quoted string literal  [line:38 col:6 id:5507],syntactic
SyntaxError: unexpected token '%'  [line:268 col:32 id:9647],syntactic
SyntaxError: unterminated string literal at line 197  [line:329 col:38 id:8846],lexical
SyntaxError: unterminated string literal at line 127  [line:498 col:47 id:7356],lexical
TypeError: 'dict' object is not callable  [line:233 col:62 id:1333],lexical
SyntaxError: expected ':' after 'if' statement  [line:483 col:28 id:4691],syntactic
IndexError: list index out of range  [line:277 col:51 id:1837],semantic
ModuleNotFoundError: No module named 'pandas'  [line:209 col:33 id:9927],lexical
ModuleNotFoundError: No module named 'scipy'  [line:256 col:12 id:2610],lexical
IndentationError: unexpected indent  [line:370 col:37 id:9435],lexical
SyntaxError: stray character 'x' in expression  [line:47 col:75 id:7067],lexical
ValueError: invalid literal for int() with base 10: '7005b'  [line:201 col:74 id:8433],semantic
IndentationError: expected an indented block  [line:443 col:38 id:1730],syntactic
SyntaxError: invalid character in f-string  [line:203 col:77 id:6397],syntactic
SyntaxError: invalid target for augmented assignment  [line:67 col:26 id:5584],syntactic
SyntaxError: cannot mix tabs and spaces  [line:181 col:45 id:7682],syntactic
ImportError: cannot import name 'train' from 'json'  [line:439 col:15 id:5844],lexical
SyntaxError: unknown token before 'and'  [line:395 col:16 id:8295],lexical
TypeError: missing 1 required positional argument: 'data'  [line:309 col:77 id:3142],semantic
SyntaxError: unexpected indent at line 162  [line:42 col:10 id:2617],syntactic
OverflowError: numerical result out of range  [line:148 col:16 id:7184],semantic
ImportError: cannot import name 'read' from 'sklearn'  [line:227 col:64 id:7196],lexical
KeyError: 'user'  [line:57 col:76 id:3359],semantic
OverflowError: numerical result out of range  [line:421 col:66 id:5173],semantic
SyntaxError: invalid character in identifier  [line:161 col:30 id:3202],lexical
SyntaxError: illegal expression for augmented assignment  [line:258 col:31 id:9385],syntactic
"ValueError: not enough values to unpack (expected 5, got 5)  [line:198 col:67 id:9240]",semantic
SyntaxError: invalid non-printable character U+201  [line:124 col:60 id:1136],syntactic
RuntimeError: generator raised StopIteration  [line:222 col:64 id:1187],semantic
ModuleNotFoundError: No module named 'os'  [line:69 col:5 id:9067],lexical
SyntaxError: invalid escape sequence '\x'  [line:275 col:66 id:7566],lexical
SyntaxError: cannot assign to literal  [line:407 col:69 id:6076],syntactic
IndentationError: expected an indented block  [line:164 col:3 id:2551],syntactic
KeyError: 'config'  [line:341 col:5 id:1236],semantic
SyntaxError: EOL while scanning string literal  [line:73 col:69 id:1845],lexical
SyntaxError: invalid encoding or BOM in source file  [line:427 col:22 id:4154],lexical
SyntaxError: 'break' outside loop  [line:202 col:35 id:7786],syntactic
IndexError: tuple index out of range  [line:364 col:24 id:7057],semantic
SyntaxError: invalid escape sequence '\z'  [line:28 col:53 id:3038],lexical
TypeError: unsupported operand type(s) for +: 'int' and 'str'  [line:493 col:30 id:1773],semantic
AttributeError: 'DataFrame' object has no attribute 'length'  [line:81 col:67 id:7343],semantic
KeyError: missing key 'session' during lookup  [line:165 col:29 id:2842],semantic
SyntaxError: invalid syntax near '::'  [line:294 col:41 id:5568],lexical
SyntaxError: invalid use of keyword '%'  [line:249 col:61 id:6787],syntactic
IndexError: tuple index out of range  [line:44 col:3 id:9565],semantic
SyntaxError: invalid character in identifier  [line:116 col:33 id:7847],lexical
SyntaxError: unterminated triple-quoted string literal  [line:323 col:4 id:8339],syntactic
RuntimeError: dictionary changed size during iteration  [line:266 col:20 id:5304],semantic
SyntaxError: cannot assign to literal  [line:2 col:70 id:4475],syntactic
AttributeError: module 'pandas' has no attribute 'model'  [line:452 col:21 id:1271],lexical
SyntaxError: invalid syntax near 'or'  [line:279 col:68 id:7668],lexical
FileNotFoundError: [Errno 2] No such file or directory: ''config.yaml''  [line:331 col:52 id:3331],semantic
TypeError: 'Series' object is not callable  [line:146 col:14 id:6308],lexical
SyntaxError: unexpected indent at line 160  [line:37 col:16 id:8964],syntactic
SyntaxError: missing parentheses in call to 'print'  [line:154 col:62 id:8948],syntactic
IndentationError: expected an indented block  [line:181 col:25 id:8985],syntactic
AttributeError: 'list' object has no attribute 'plot'  [line:420 col:54 id:3532],semantic
SyntaxError: invalid decimal literal near '/'  [line:167 col:24 id:7084],lexical
ImportError: cannot import name 'read' from 'sys'  [line:370 col:11 id:7962],lexical
SyntaxError: unterminated triple-quoted string literal  [line:256 col:39 id:6414],syntactic
AttributeError: 'NoneType' object has no attribute 'model'  [line:261 col:43 id:1632],semantic
OSError: [Errno 22] Invalid argument: ''data_backup.pkl''  [line:384 col:33 id:5680],semantic
SyntaxError: missing parentheses in call to 'print'  [line:452 col:26 id:8055],syntactic
SyntaxError: invalid statement at global scope  [line:279 col:53 id:6105],syntactic
SyntaxError: 'break' outside loop  [line:459 col:78 id:9985],syntactic
SyntaxError: invalid encoding or BOM in source file  [line:223 col:12 id:3214],lexical
SyntaxError: missing parentheses in call to 'print'  [line:410 col:68 id:6382],syntactic
ImportError: cannot import name 'process' from 'random'  [line:41 col:68 id:8864],lexical
RecursionError: infinite recursion detected in function 'fetch'  [line:440 col:76 id:2603],semantic
ModuleNotFoundError: No module named 're'  [line:121 col:8 id:9829],lexical
ImportError: cannot import name 'process' from 'matplotlib'  [line:124 col:60 id:1108],lexical
SyntaxError: invalid target for augmented assignment  [line:217 col:50 id:2092],syntactic
SyntaxError: 'return' outside function  [line:495 col:17 id:2842],syntactic
ImportError: cannot import name 'read' from 'sys'  [line:372 col:71 id:9937],lexical
SyntaxError: unknown token before 'or'  [line:306 col:27 id:1130],lexical
SyntaxError: expected ':' after 'if' statement  [line:95 col:45 id:6030],syntactic
IndexError: tuple index out of range  [line:201 col:52 id:4685],semantic
KeyError: 'user' not found in mapping  [line:38 col:9 id:1431],lexical
ValueError: could not convert string to float: '1060b'  [line:250 col:71 id:5893],semantic
ValueError: math domain error  [line:326 col:19 id:4311],semantic
ImportError: cannot import name 'get' from 're'  [line:452 col:77 id:9923],semantic
SyntaxError: invalid escape sequence '\q'  [line:218 col:63 id:2816],lexical
SyntaxError: invalid syntax near '->'  [line:334 col:52 id:6456],syntactic
ModuleNotFoundError: No module named 'matplotlib'  [line:40 col:4 id:2933],lexical
SyntaxError: unexpected token '**'  [line:98 col:4 id:4381],syntactic
SyntaxError: unexpected token '%'  [line:238 col:18 id:8584],syntactic
ImportError: cannot import 'write' from 'scipy'  [line:407 col:11 id:6752],lexical
AttributeError: module 'torch' has no attribute 'shape'  [line:106 col:80 id:8671],lexical
AttributeError: module 'random' has no attribute 'model'  [line:362 col:61 id:7440],lexical
SyntaxError: unexpected token '::'  [line:491 col:61 id:5564],syntactic
ValueError: invalid literal for int() with base 10: '4815c'  [line:252 col:23 id:4401],semantic
SyntaxError: invalid escape sequence '\x'  [line:68 col:42 id:3368],lexical
RuntimeError: failed to acquire lock for thread  [line:99 col:68 id:2025],semantic
FileNotFoundError: [Errno 2] No such file or directory: ''report.xml''  [line:37 col:7 id:1664],semantic
TypeError: 'Series' object is not callable  [line:427 col:73 id:4557],lexical
SyntaxError: 'break' outside loop  [line:10 col:67 id:6250],syntactic
OSError: [Errno 22] Invalid argument: ''output.log''  [line:366 col:23 id:7014],semantic
SyntaxError: stray character 'z' in expression  [line:301 col:80 id:6835],lexical
SyntaxError: 'break' outside loop  [line:157 col:32 id:3455],syntactic
SyntaxError: 'break' outside loop  [line:220 col:3 id:8102],syntactic
TypeError: unsupported operand type(s) for +: 'int' and 'str'  [line:421 col:43 id:4180],semantic
SyntaxError: 'break' outside loop  [line:261 col:62 id:6649],syntactic
SyntaxError: expected ':' after 'if' statement  [line:76 col:61 id:6216],syntactic
RecursionError: maximum recursion depth exceeded  [line:229 col:10 id:2280],semantic
IndexError: list index out of range  [line:439 col:54 id:7741],semantic
SyntaxError: invalid character in f-string  [line:56 col:28 id:4635],syntactic
SyntaxError: invalid syntax near 'and'  [line:141 col:44 id:8523],syntactic
TypeError: unsupported operand type(s) for +: 'int' and 'str'  [line:345 col:4 id:2737],semantic
TypeError: can't multiply sequence by non-int of type 'float'  [line:317 col:67 id:9896],semantic
TypeError: unsupported operand type(s) for +: 'int' and 'str'  [line:64 col:70 id:4353],semantic
NameError: free variable 'data' referenced before assignment  [line:497 col:68 id:2529],semantic
SyntaxError: invalid escape sequence '\x'  [line:319 col:37 id:4618],lexical
SyntaxError: cannot mix tabs and spaces  [line:69 col:35 id:1650],syntactic
KeyError: 'token'  [line:244 col:27 id:4775],semantic
SyntaxError: invalid target for augmented assignment  [line:393 col:26 id:7465],syntactic
SyntaxError: invalid non-printable character U+201  [line:206 col:23 id:4289],syntactic
TypeError: 'dict' object is not callable  [line:360 col:62 id:3918],lexical
NameError: free variable 'x' referenced before assignment  [line:73 col:7 id:5434],semantic
ImportError: cannot import name 'fetch' from 'scipy'  [line:138 col:78 id:2968],lexical
SyntaxError: unknown token before '='  [line:97 col:71 id:3216],lexical
AttributeError: module 'json' has no attribute 'append'  [line:348 col:11 id:9768],lexical
NameError: free variable 'user' referenced before assignment  [line:147 col:26 id:1699],semantic
TypeError: can't compare 'dict' and 'tuple'  [line:429 col:10 id:7487],semantic
ModuleNotFoundError: No module named 'matplotlib'  [line:264 col:56 id:3133],lexical
IndexError: list index out of range  [line:174 col:53 id:6822],semantic
TypeError: unsupported operand type(s) for +: 'int' and 'str'  [line:186 col:32 id:2853],semantic
IndentationError: unexpected indent  [line:372 col:50 id:3448],lexical
IndexError: list index out of range  [line:253 col:50 id:9826],semantic
NameError: free variable 'user' referenced before assignment  [line:282 col:18 id:1674],semantic
SyntaxError: unterminated string literal at line 77  [line:12 col:47 id:5778],lexical
SyntaxError: invalid use of keyword '//'  [line:354 col:25 id:5971],syntactic
TypeError: can't multiply sequence by non-int of type 'str'  [line:248 col:44 id:3895],semantic
SyntaxError: invalid character in identifier  [line:277 col:24 id:7327],lexical
TabError: inconsistent use of tabs and spaces in indentation  [line:267 col:48 id:4090],lexical
ValueError: invalid literal for int() with base 10: '3797b'  [line:403 col:74 id:2158],semantic
SyntaxError: invalid target for augmented assignment  [line:393 col:49 id:5822],syntactic
IndentationError: unexpected unindent at line 132  [line:16 col:36 id:4862],lexical
KeyError: missing key 'user' during lookup  [line:46 col:76 id:7872],semantic
ImportError: cannot import name 'connect' from 'http'  [line:345 col:3 id:7341],lexical
SyntaxError: unterminated triple-quoted string literal  [line:260 col:24 id:2451],syntactic
ValueError: math domain error  [line:152 col:61 id:2149],semantic
RecursionError: maximum recursion depth exceeded  [line:52 col:2 id:2374],semantic
ImportError: cannot import name 'execute' from 're'  [line:54 col:21 id:5165],lexical
SyntaxError: invalid statement at global scope  [line:12 col:34 id:8691],syntactic
SyntaxError: cannot mix tabs and spaces  [line:36 col:17 id:7570],syntactic
TypeError: 'DataFrame' object is not callable  [line:374 col:2 id:4988],lexical
ImportError: cannot import name 'predict' from 'sys'  [line:165 col:24 id:8318],lexical
AttributeError: module 'sys' has no attribute 'apply'  [line:54 col:72 id:3476],lexical
TypeError: object of type 'NoneType' has no len()  [line:71 col:42 id:2410],semantic
SyntaxError: unexpected token '=='  [line:491 col:37 id:9814],syntactic
NameError: free variable 'flag' referenced before assignment  [line:291 col:51 id:2676],semantic
RuntimeError: failed to acquire lock for thread  [line:353 col:50 id:5614],semantic
NameError: free variable 'value' referenced before assignment  [line:380 col:74 id:9282],semantic
KeyError: missing key 'user' during lookup  [line:156 col:33 id:7245],semantic
SyntaxError: invalid use of keyword '+'  [line:315 col:77 id:2815],syntactic
UnicodeError: unicodeescape codec can't decode bytes  [line:417 col:39 id:4213],lexical
OverflowError: numerical result out of range  [line:206 col:46 id:1720],semantic
RecursionError: infinite recursion detected in function 'fetch'  [line:87 col:60 id:5388],semantic
FileNotFoundError: [Errno 2] No such file or directory: ''data_backup.pkl''  [line:74 col:32 id:3102],semantic
RuntimeError: generator raised StopIteration  [line:139 col:6 id:6556],semantic
TypeError: object of type 'NoneType' has no len()  [line:178 col:76 id:8393],semantic
SyntaxError: invalid target for augmented assignment  [line:378 col:66 id:8411],syntactic
TypeError: 'NoneType' object is not callable  [line:122 col:50 id:9485],lexical
SyntaxError: unterminated string literal at line 112  [line:122 col:44 id:5290],lexical
SyntaxError: cannot mix tabs and spaces  [line:83 col:43 id:6169],syntactic
IndentationError: unexpected unindent at line 51  [line:65 col:32 id:4707],lexical
AttributeError: module 'json' has no attribute 'apply'  [line:158 col:58 id:6362],lexical
RuntimeError: failed to acquire lock for thread  [line:434 col:56 id:1133],semantic
